id,output,cleaned_cl_marem,cleaned_cl_marco,cleaned_cl_ale,pattern,parsed_output,label
_1074217865744662528,": ['Sono degli sfruttatori']\n\nSpiegazione: \n""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1074217865744662528,": ['Sono tutelati']\n\nSpiegazione: \n-""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1074217865744662528,": ['Sono pericolosi']\n\nSpiegazione: \nLa frase""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1074217865744662528,": ['Sono pericolosi']\n\nSpiegazione: \nLa frase""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1074242132511219713,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono degli sfruttatori,marem
_1074242132511219713,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1074297236815798272,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1074306990988517381,": [\'Sono pericolosi\']\n\nInput: ""Il mio ragazzo mi ha lasciata'}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1074306990988517381,": [\'Sono pericolosi\']\n\nInput: ""Il mio ragazzo mi ha lasciata'}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1074306990988517381,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1074335793240567809,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1074335793240567809,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono immorali,Portano degrado,Sono degli sfruttatori|Sono immorali|Portano degrado,Sono degli sfruttatori,marem
_1074360989724893184,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli estremisti religiosi|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1074360989724893184,": ['Sono incompatibili con noi']\n\nSpiegazione: La""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono incompatibili con noi,marco
_1074360989724893184,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono degli sfruttatori,marem
_1074382433653571584,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Rovinano l'Italia,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1074414143262912512,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1074414143262912512,: \'Hanno una cultura diversa dalla nostra\'\n\nTraduzione del testo'}],Rovinano l'Italia,Sono dei parassiti,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono dei parassiti|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1074417486437728256,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1074427963482013703,: [\'Sono degli sfruttatori\']\n\nSpiegazione: La frase'}],Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1074689285146730497,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1074689285146730497,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1074689285146730497,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1074689285146730497,": ['Sono tutelati']\n\nSpiegazione: Nella frase viene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1074698055591649287,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1074698055591649287,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Fanno quello che vogliono senza contribuire,Rovinano l'Italia|Sono immorali|Fanno quello che vogliono senza contribuire,Sono immorali,marco
_1074698055591649287,": ['Sono pericolosi']\nSpiegazione: La frase contiene un riferimento""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1074931511697248256,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1074972529813569536,: [\'Sono incompatibili con noi\']\n\nSpiegazione: L'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono incompatibili con noi,marco
_1074988863079239682,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1074988863079239682,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1074988863079239682,": 'Sono degli sfruttatori'\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1074988863079239682,": 'Sono degli sfruttatori'\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1075261002927742977,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1075261002927742977,: [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene uno'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1075465688767184898,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1075465688767184898,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene l""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1075465688767184898,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1075499313432850432,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1075499313432850432,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1075499313432850432,": ['Sono tutelati']\n\nInput: @matteosalvin""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1075499313432850432,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene due""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1075547559618375681,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1075547559618375681,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1075686272943972353,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1075686272943972353,": ['Fanno quello che vogliono senza contribuire']\n\nSpiegazione""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1075745895143104512,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono incompatibili con noi,marco
_1075812407489032194,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1075812407489032194,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1075870739214016514,: [\'Hanno una cultura diversa dalla nostra\']\n\nInput: Ma perché'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1075870739214016514,": ['Sono pericolosi']\n\n Input: In Italia, la libertà di stampa""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1075870739214016514,": ['Sono degli sfruttatori']\n\n Spiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1075903621211017216,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076013208882810880,": ['Sono degli estremisti religiosi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono un problema,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono un problema|Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi,marem
_1076013208882810880,": ['Sono degli estremisti religiosi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono degli estremisti religiosi,marem
_1076070723905601536,: [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene la'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076076791230590981,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076076791230590981,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076076791230590981,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076076791230590981,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076078848041721857,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076084468363001857,": ['Peggiorano le nostre condizioni di vita']\n\nSpi""}]",Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076084468363001857,: [\'Hanno una cultura diversa dalla nostra\']\nSpiegazione:'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076084468363001857,: [\'Portano degrado\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Portano degrado,Rovinano l'Italia|Sono immorali|Portano degrado,Portano degrado,ale
_1076088396450316288,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076097312957575168,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1076097312957575168,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1076097312957575168,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono immorali,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono immorali|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1076097312957575168,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1076102525487665153,": ['Sono degli estremisti religiosi']\n\nSpiegazione: La""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli estremisti religiosi|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli estremisti religiosi,marem
_1076102525487665153,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Rovinano l'Italia,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Rovinano l'Italia|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076102525487665153,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076116298348797952,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono incompatibili con noi,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono incompatibili con noi|Peggiorano le nostre condizioni di vita,Sono degli sfruttatori,marem
_1076116298348797952,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076161657003487232,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono una minaccia,marem
_1076161657003487232,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono immorali,marco
_1076161657003487232,: [\'Sono immorali\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Sono pericolosi,Rovinano l'Italia|Sono immorali|Sono pericolosi,Sono immorali,marco
_1076183492533407744,: Hanno una cultura diversa dalla nostra\n\n Input: #LegaNord'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076183492533407744,: Hanno una cultura diversa dalla nostra\n\n Input: #LegaNord'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076189015420882945,": ['Sono pericolosi']\nSpiegazione: La frase contiene un riferimento""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1076237641400619016,: [\'Sono incompatibili con noi\']\n\nSpiegazione: La'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono incompatibili con noi,marco
_1076418592697171968,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1076418592697171968,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076431779752566784,: [\'Sono incompatibili con noi\']\nSpiegazione: La frase'}],Rovinano l'Italia,Sono incompatibili con noi,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono incompatibili con noi|Hanno una cultura diversa dalla nostra,Sono incompatibili con noi,marco
_1076487911871258624,": ['Sono degli sfruttatori']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1076487911871258624,": ['Sono degli sfruttatori']\nSpiegazione: La frase contiene""}]",Sono degli sfruttatori,Sono subdoli,Hanno una cultura diversa dalla nostra,Sono degli sfruttatori|Sono subdoli|Hanno una cultura diversa dalla nostra,Sono degli sfruttatori,marem
_1076493466975301632,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene il""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076512527545192449,": ['Sono pericolosi']\nSpiegazione: La frase contiene uno stereot""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076512527545192449,": ['Sono pericolosi']\nSpiegazione: La frase contiene uno stereot""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1076547476377739264,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene elementi""}]",Sono degli estremisti religiosi,Sono incompatibili con noi,Sono pericolosi,Sono degli estremisti religiosi|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076547476377739264,": ['Fanno quello che vogliono senza contribuire']\nSpiegazione:""}]",Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Fanno quello che vogliono senza contribuire,ale
_1076548252567306240,: [\'Peggiorano le nostre condizioni di vita\']\n\nSpi'}],Sono degli sfruttatori,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono degli sfruttatori|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Peggiorano le nostre condizioni di vita,ale
_1076548252567306240,: [\'Sono tutelati\']\nSpiegazione: La frase contiene un'}],Sono tutelati,Sono dei parassiti,Fanno quello che vogliono senza contribuire,Sono tutelati|Sono dei parassiti|Fanno quello che vogliono senza contribuire,Sono tutelati,marem
_1076569685188063232,:  [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene'}],Rovinano l'Italia,Sono immorali,Sono pericolosi,Rovinano l'Italia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1076569685188063232,:  [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene'}],Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono pericolosi,ale
_1076569685188063232,:  [\'Sono pericolosi\']\n\nSpiegazione: La frase contiene'}],Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076569685188063232,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono subdoli,Portano degrado,Sono una minaccia|Sono subdoli|Portano degrado,Sono una minaccia,marem
_1076571785129275393,": ['Sono immorali']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono immorali,Sono pericolosi,Sono una minaccia|Sono immorali|Sono pericolosi,Sono immorali,marco
_1076571785129275393,": ['Sono pericolosi']\n\nInput: La #Russia ha lanciato un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076571785129275393,": ['Sono pericolosi']\n\nInput: La #Russia ha lanciato un""}]",Sono degli sfruttatori,Sono un problema,Sono pericolosi,Sono degli sfruttatori|Sono un problema|Sono pericolosi,Sono pericolosi,ale
_1076571785129275393,": ['Sono pericolosi']\n\nInput: La #Russia ha lanciato un""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono pericolosi,ale
_1076572404162482176,": ['Sono pericolosi']\n\nSpiegazione: La frase contiene un""}]",Sono una minaccia,Sono incompatibili con noi,Sono pericolosi,Sono una minaccia|Sono incompatibili con noi|Sono pericolosi,Sono pericolosi,ale
_1076572404162482176,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono immorali,Hanno una cultura diversa dalla nostra,Sono una minaccia|Sono immorali|Hanno una cultura diversa dalla nostra,Sono una minaccia,marem
_1076578304629575681,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono un problema,Fanno quello che vogliono senza contribuire,Sono degli sfruttatori|Sono un problema|Fanno quello che vogliono senza contribuire,Sono degli sfruttatori,marem
_1076578304629575681,": ['Sono degli sfruttatori']\n\nSpiegazione: La frase""}]",Sono degli sfruttatori,Sono subdoli,Sono pericolosi,Sono degli sfruttatori|Sono subdoli|Sono pericolosi,Sono degli sfruttatori,marem
_1076578304629575681,": ['Sono tutelati']\n\nSpiegazione: La frase contiene""}]",Sono tutelati,Sono dei parassiti,Peggiorano le nostre condizioni di vita,Sono tutelati|Sono dei parassiti|Peggiorano le nostre condizioni di vita,Sono tutelati,marem
_1076743392091144193,: [\'Hanno una cultura diversa dalla nostra\']\n\nSpiegazione'}],Rovinano l'Italia,Sono immorali,Hanno una cultura diversa dalla nostra,Rovinano l'Italia|Sono immorali|Hanno una cultura diversa dalla nostra,Hanno una cultura diversa dalla nostra,ale
_1076759622139166721,": ['Sono un problema']\n\nSpiegazione: La frase contiene""}]",Sono degli estremisti religiosi,Sono un problema,Hanno una cultura diversa dalla nostra,Sono degli estremisti religiosi|Sono un problema|Hanno una cultura diversa dalla nostra,Sono un problema,marco
_1076759622139166721,": ['Sono una minaccia']\n\nSpiegazione: La frase contiene""}]",Sono una minaccia,Sono subdoli,Sono pericolosi,Sono una minaccia|Sono subdoli|Sono pericolosi,Sono una minaccia,marem
